ファイル名,セクションID,要素タイプ,テキスト内容,カテゴリ,サブカテゴリ,提供方法,優先度,新カテゴリ,新サブカテゴリ,新提供方法,新優先度
M52P95tojpjavhch04.xml,ch04se0504080501,paratabletxt,クリアランスソナーは、車両と壁などの静止物とのおおよその距離を超音波センサーによって検知して、メーター内のマルチインフォメーションディスプレイおよびマルチメディア画面に距離表示とブザー音、音声案内で運転者にお知らせします。,機能の使い方・操作方法,基本操作,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040805020601,itemtxt,GR SPORTを除く,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040805020601,callouttxt,フロントサイドセンサー（Advanced Park［駐車支援システム］装着車）,機能の使い方・操作方法,機能の説明,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040805020601,callouttxt,リヤサイドセンサー（Advanced Park［駐車支援システム］装着車）,機能の使い方・操作方法,機能の説明,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040805020601,callouttxt,フロントコーナーセンサー,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040805020601,callouttxt,フロントセンターセンサー,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040805020601,callouttxt,リヤコーナーセンサー,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040805020601,callouttxt,リヤセンターセンサー,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040805020601,title,センサーの種類,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040805020602,p,壁などの静止物を検知すると、マルチインフォメーションディスプレイまたはマルチメディア画面の作動表示が点灯（一部、枠が点滅）します。,機能の使い方・操作方法,基本操作,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040805020602,callouttxt,フロントサイドセンサー作動表示（Advanced Park［駐車支援システム］装着車）,機能の使い方・操作方法,機能の説明,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040805020602,callouttxt,リヤサイドセンサー作動表示（Advanced Park［駐車支援システム］装着車）,機能の使い方・操作方法,機能の説明,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040805020602,callouttxt,フロントコーナーセンサー作動表示,機能の使い方・操作方法,基本操作,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040805020602,callouttxt,フロントセンターセンサー作動表示,機能の使い方・操作方法,基本操作,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040805020602,callouttxt,リヤコーナーセンサー作動表示,機能の使い方・操作方法,基本操作,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040805020602,callouttxt,リヤセンターセンサー作動表示,機能の使い方・操作方法,基本操作,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040805020602,title,マルチメディア画面の表示（バックガイドモニターまたはパノラミックビューモニター装着車）,機能の使い方・操作方法,基本操作,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040805020602,title,マルチメディア画面の表示（Advanced Park［駐車支援システム］装着車）,機能の使い方・操作方法,機能の説明,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040805020602,title,マルチインフォメーションディスプレイの表示,機能の使い方・操作方法,基本操作,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040805020602,title,クリアランスソナーの表示のしかた,機能の使い方・操作方法,基本操作,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040805030601,p,メーター操作スイッチを使ってON／OFFを切りかえます。（→ ）,機能の使い方・操作方法,基本操作,体験OS化,高,⑤_スペック・仕様・固有値,容量・数量,デジタル記録,中
M52P95tojpjavhch04.xml,ch04se05040805030601,steptxt,または を押して を選択し、 を押す,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040805030601,steptxt,または を押して を選択する,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
